,id,contract_start,age,applicant_gender,applicant_maritalstatus,applicant_education,dependants,job,town,default
2451,2452,2018-05-21,50.0,FEMALE,COHABITING,SECONDARY,0,EMPLOYEE,Reykjavík,0
2452,2453,2018-05-21,34.0,FEMALE,SINGLE,SECONDARY,0,EMPLOYEE,Selfoss,0
2453,2454,2018-05-21,47.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2454,2455,2018-05-21,26.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,2,EMPLOYEE,Álftanes,0
2455,2456,2018-05-21,26.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
2456,2457,2018-05-22,46.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,2,EMPLOYEE,Reykjavík,0
2457,2458,2018-05-22,49.0,FEMALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Ísafjörður,0
2458,2459,2018-05-28,42.0,MALE,COHABITING,SECONDARY,1,EMPLOYEE,Álftanes,0
2459,2460,2018-05-29,45.0,FEMALE,MARRIED,SECONDARY,1,EMPLOYEE,Álftanes,0
2460,2461,2018-05-29,45.0,FEMALE,MARRIED,SECONDARY,0,EMPLOYEE,Vestmannaeyjar,0
2461,2462,2018-05-21,41.0,MALE,MARRIED,SECONDARY,4,EMPLOYEE,Reykjavík,0
2462,2463,2018-05-22,38.0,FEMALE,MARRIED,HIGHER_MA,1,EMPLOYEE,Reykjavík,0
2463,2464,2018-05-22,38.0,FEMALE,MARRIED,HIGHER_MA,1,EMPLOYEE,Hafnarfjörður,0
2464,2465,2018-05-21,48.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
2465,2466,2018-05-21,39.0,FEMALE,DIVORCED,SECONDARY,1,PENSIONER,Hafnarfjörður,0
2466,2467,2018-05-21,39.0,FEMALE,DIVORCED,SECONDARY,1,PENSIONER,Reykjavík,0
2467,2468,2018-05-21,53.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
2468,2469,2018-05-21,53.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,3,EMPLOYEE,Álftanes,0
2469,2470,2018-05-24,36.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2470,2471,2018-05-21,43.0,FEMALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Reykjavík,1
2471,2472,2018-05-22,43.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
2472,2473,2018-05-28,67.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,PENSIONER,Kópavogur,0
2473,2474,2018-05-22,45.0,FEMALE,DIVORCED,SECONDARY,3,EMPLOYEE,Reykjavík,0
2474,2475,2018-05-22,31.0,FEMALE,MARRIED,BASIC,1,EMPLOYEE,Akureyri,0
2475,2476,2018-05-22,31.0,FEMALE,MARRIED,BASIC,1,EMPLOYEE,Kópavogur,0
2476,2477,2018-05-23,31.0,FEMALE,COHABITING,BASIC,0,EMPLOYEE,Reykjavík,0
2477,2478,2018-05-22,36.0,FEMALE,SINGLE,HIGHER_BA,1,UNEMPLOYED,Hafnarfjörður,0
2478,2479,2018-05-22,32.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2479,2480,2018-05-22,23.0,MALE,MARRIED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
2480,2481,2018-05-24,40.0,FEMALE,MARRIED,HIGHER_BA,1,UNEMPLOYED,Reykjavík,0
2481,2482,2018-05-22,39.0,MALE,COHABITING,HIGHER_MA,2,EMPLOYEE,Reykjavík,0
2482,2483,2018-05-23,36.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2483,2484,2018-05-22,53.0,FEMALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
2484,2485,2018-05-22,51.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Akranes,0
2485,2486,2018-05-22,51.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2486,2487,2018-05-22,53.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,ENTREPRENEUR,Reykjavík,1
2487,2488,2018-05-22,53.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,5,ENTREPRENEUR,Vestmannaeyjar,1
2488,2489,2018-05-23,51.0,MALE,MARRIED,SECONDARY_SPECIALISED,4,UNEMPLOYED,Kópavogur,0
2489,2490,2018-05-22,26.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
2490,2491,2018-05-25,69.0,FEMALE,WIDOW,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2491,2492,2018-05-22,41.0,MALE,COHABITING,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
2492,2493,2018-05-22,41.0,MALE,COHABITING,HIGHER_MA,0,EMPLOYEE,Hafnarfjörður,0
2493,2494,2018-05-22,22.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Kópavogur,0
2494,2495,2018-05-22,22.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
2495,2496,2018-05-22,22.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Grindavík,0
2496,2497,2018-05-31,52.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2497,2498,2018-05-23,40.0,MALE,COHABITING,HIGHER_MA,1,EMPLOYEE,Reykjavík,0
2498,2499,2018-05-25,44.0,MALE,MARRIED,SECONDARY_SPECIALISED,5,EMPLOYEE,Mosfellsbær,0
2499,2500,2018-06-06,56.0,MALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
2500,2501,2018-05-24,54.0,MALE,MARRIED,BASIC,4,EMPLOYEE,Reykjavík,0
2501,2502,2018-05-24,57.0,FEMALE,DIVORCED,BASIC,0,EMPLOYEE,Reykjavík,0
2502,2503,2018-05-24,52.0,FEMALE,MARRIED,HIGHER_MA,0,PENSIONER,Reykjavík,0
2503,2504,2018-05-29,55.0,MALE,SINGLE,HIGHER_BA,3,PENSIONER,Reykjavík,0
2504,2505,2018-05-29,55.0,MALE,SINGLE,HIGHER_BA,0,PENSIONER,Hafnarfjörður,0
2505,2506,2018-05-24,30.0,MALE,DIVORCED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
2506,2507,2018-05-23,52.0,MALE,MARRIED,BASIC,0,PENSIONER,Reykjavík,0
2507,2508,2018-05-30,22.0,MALE,SINGLE,HIGHER_BA,4,EMPLOYEE,Reykjavík,0
2508,2509,2018-05-23,54.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Grindavík,0
2509,2510,2018-05-23,39.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2510,2511,2018-05-23,53.0,FEMALE,COHABITING,SECONDARY,0,EMPLOYEE,Reykjavík,0
2511,2512,2018-05-24,43.0,FEMALE,MARRIED,SECONDARY,0,STUDENT,Kópavogur,0
2512,2513,2018-05-24,43.0,FEMALE,MARRIED,SECONDARY,1,STUDENT,Grindavík,0
2513,2514,2018-05-24,43.0,FEMALE,MARRIED,SECONDARY,3,STUDENT,Ísafjörður,0
2514,2515,2018-05-24,52.0,FEMALE,MARRIED,SECONDARY,0,EMPLOYEE,Kópavogur,0
2515,2516,2018-05-25,49.0,MALE,MARRIED,HIGHER_MA,4,EMPLOYEE,Reykjavík,0
2516,2517,2018-05-24,30.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,2,EMPLOYEE,Hafnarfjörður,0
2517,2518,2018-05-24,30.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2518,2519,2018-05-28,55.0,MALE,MARRIED,HIGHER_MA,1,EMPLOYEE,Reykjavík,0
2519,2520,2018-05-24,47.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Akranes,0
2520,2521,2018-05-25,50.0,MALE,MARRIED,SECONDARY,0,EMPLOYEE,Kópavogur,0
2521,2522,2018-05-25,50.0,MALE,MARRIED,SECONDARY,0,EMPLOYEE,Reykjavík,0
2522,2523,2018-05-25,51.0,FEMALE,COHABITING,SECONDARY,1,ENTREPRENEUR,Reykjavík,0
2523,2524,2018-05-24,48.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
2524,2525,2018-05-24,57.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
2525,2526,2018-05-24,31.0,MALE,SINGLE,BASIC,1,EMPLOYEE,Seltjarnarnes,0
2526,2527,2018-05-24,31.0,MALE,SINGLE,BASIC,3,EMPLOYEE,Grindavík,0
2527,2528,2018-05-24,47.0,MALE,COHABITING,SECONDARY,1,EMPLOYEE,Reykjavík,0
2528,2529,2018-05-30,40.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Ísafjörður,0
2529,2530,2018-05-24,46.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2530,2531,2018-06-01,53.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,5,EMPLOYEE,Vestmannaeyjar,0
2531,2532,2018-05-28,52.0,MALE,MARRIED,BASIC,1,EMPLOYEE,Mosfellsbær,0
2532,2533,2018-05-28,52.0,MALE,MARRIED,BASIC,5,EMPLOYEE,Garðabær,0
2533,2534,2018-05-28,52.0,MALE,MARRIED,BASIC,5,EMPLOYEE,Álftanes,0
2534,2535,2018-05-28,49.0,FEMALE,SINGLE,BASIC,5,EMPLOYEE,Grindavík,0
2535,2536,2018-06-13,44.0,FEMALE,COHABITING,BASIC,2,EMPLOYEE,Reykjavík,0
2536,2537,2018-05-25,37.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
2537,2538,2018-05-25,37.0,MALE,DIVORCED,SECONDARY,0,EMPLOYEE,Reykjavík,0
2538,2539,2018-05-25,41.0,MALE,MARRIED,SECONDARY_SPECIALISED,3,PENSIONER,Reykjavík,0
2539,2540,2018-05-29,43.0,MALE,MARRIED,SECONDARY_SPECIALISED,5,EMPLOYEE,Akureyri,0
2540,2541,2018-05-28,38.0,MALE,MARRIED,HIGHER_MA,3,EMPLOYEE,Reykjavík,0
2541,2542,2018-05-28,52.0,MALE,DIVORCED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
2542,2543,2018-05-28,44.0,MALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
2543,2544,2018-05-28,58.0,MALE,MARRIED,SECONDARY_SPECIALISED,4,PENSIONER,Reykjavík,0
2544,2545,2018-05-25,30.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Kópavogur,0
2545,2546,2018-05-25,52.0,FEMALE,MARRIED,HIGHER_MA,2,EMPLOYEE,Reykjavík,0
2546,2547,2018-05-25,48.0,MALE,DIVORCED,HIGHER_MA,4,EMPLOYEE,Reykjavík,0
2547,2548,2018-06-08,45.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,2,PENSIONER,Reykjavík,0
2548,2549,2018-06-08,45.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,3,PENSIONER,Akranes,0
2549,2550,2018-05-25,40.0,FEMALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
2550,2551,2018-05-25,32.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,PENSIONER,Reykjavík,0
2551,2552,2018-05-25,53.0,MALE,DIVORCED,BASIC,0,ENTREPRENEUR,Álftanes,0
2552,2553,2018-05-25,53.0,MALE,DIVORCED,BASIC,0,ENTREPRENEUR,Akureyri,0
2553,2554,2018-05-25,53.0,MALE,DIVORCED,BASIC,0,ENTREPRENEUR,Reykjavík,0
2554,2555,2018-05-25,52.0,FEMALE,DIVORCED,SECONDARY,4,UNEMPLOYED,Hafnarfjörður,0
2555,2556,2018-05-25,52.0,FEMALE,DIVORCED,SECONDARY,0,UNEMPLOYED,Kópavogur,0
2556,2557,2018-05-28,39.0,FEMALE,SINGLE,HIGHER_MA,0,EMPLOYEE,Álftanes,0
2557,2558,2018-05-28,39.0,FEMALE,SINGLE,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
2558,2559,2018-05-28,41.0,FEMALE,MARRIED,HIGHER_MA,2,EMPLOYEE,Reykjavík,0
2559,2560,2018-05-28,41.0,FEMALE,MARRIED,HIGHER_MA,1,EMPLOYEE,Akranes,0
2560,2561,2018-05-29,40.0,MALE,COHABITING,SECONDARY_SPECIALISED,4,EMPLOYEE,Selfoss,0
2561,2562,2018-05-29,40.0,MALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2562,2563,2018-05-30,39.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,1,UNEMPLOYED,Reykjavík,0
2563,2564,2018-05-28,53.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Álftanes,0
2564,2565,2018-05-28,55.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2565,2566,2018-05-30,35.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2566,2567,2018-05-31,41.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,5,EMPLOYEE,Reykjavík,0
2567,2568,2018-05-29,48.0,MALE,COHABITING,SECONDARY_SPECIALISED,0,STUDENT,Reykjavík,0
2568,2569,2018-05-28,53.0,FEMALE,MARRIED,HIGHER_MA,2,EMPLOYEE,Reykjavík,0
2569,2570,2018-05-28,47.0,FEMALE,MARRIED,SECONDARY,0,EMPLOYEE,Reykjavík,0
2570,2571,2018-05-28,45.0,FEMALE,SINGLE,HIGHER_MA,4,EMPLOYEE,Reykjavík,0
2571,2572,2018-06-07,51.0,MALE,MARRIED,HIGHER_MA,1,EMPLOYEE,Reykjavík,0
2572,2573,2018-06-07,51.0,MALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Vestmannaeyjar,0
2573,2574,2018-06-12,35.0,FEMALE,MARRIED,SECONDARY,1,STUDENT,Álftanes,0
2574,2575,2018-06-12,35.0,FEMALE,MARRIED,SECONDARY,1,STUDENT,Kópavogur,0
2575,2576,2018-06-12,35.0,FEMALE,MARRIED,SECONDARY,0,STUDENT,Mosfellsbær,0
2576,2577,2018-05-28,44.0,MALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
2577,2578,2018-05-28,57.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Akureyri,0
2578,2579,2018-05-30,46.0,FEMALE,SINGLE,HIGHER_MA,4,EMPLOYEE,Reykjavík,0
2579,2580,2018-05-28,32.0,FEMALE,SINGLE,SECONDARY,0,EMPLOYEE,Mosfellsbær,0
2580,2581,2018-06-04,39.0,FEMALE,SINGLE,SECONDARY,1,EMPLOYEE,Selfoss,0
2581,2582,2018-05-28,44.0,FEMALE,SINGLE,HIGHER_MA,2,EMPLOYEE,Mosfellsbær,0
2582,2583,2018-06-11,53.0,FEMALE,COHABITING,BASIC,0,EMPLOYEE,Reykjavík,0
2583,2584,2018-05-29,27.0,MALE,COHABITING,HIGHER_MA,1,EMPLOYEE,Reykjavík,0
2584,2585,2018-05-31,48.0,MALE,MARRIED,BASIC,1,EMPLOYEE,Reykjavík,0
2585,2586,2018-05-29,57.0,FEMALE,MARRIED,SECONDARY,0,PENSIONER,Hafnarfjörður,0
2586,2587,2018-05-29,57.0,FEMALE,MARRIED,SECONDARY,1,PENSIONER,Álftanes,0
2587,2588,2018-05-29,57.0,FEMALE,MARRIED,SECONDARY,0,PENSIONER,Akranes,0
2588,2589,2018-05-29,57.0,FEMALE,MARRIED,SECONDARY,4,PENSIONER,Reykjavík,0
2589,2590,2018-05-29,53.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,ENTREPRENEUR,Reykjavík,0
2590,2591,2018-05-30,51.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2591,2592,2018-05-28,53.0,FEMALE,MARRIED,BASIC,0,EMPLOYEE,Reykjavík,0
2592,2593,2018-05-31,53.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,PENSIONER,Reykjavík,0
2593,2594,2018-05-28,22.0,MALE,SINGLE,SECONDARY_SPECIALISED,5,ENTREPRENEUR,Reykjavík,0
2594,2595,2018-05-28,50.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,4,UNEMPLOYED,Reykjavík,0
2595,2596,2018-05-28,43.0,MALE,MARRIED,HIGHER_MA,1,EMPLOYEE,Reykjavík,0
2596,2597,2018-05-29,37.0,FEMALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Hafnarfjörður,0
2597,2598,2018-05-28,73.0,FEMALE,DIVORCED,SECONDARY,0,EMPLOYEE,Akranes,0
2598,2599,2018-05-28,28.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,PENSIONER,Reykjavík,1
2599,2600,2018-05-28,29.0,MALE,COHABITING,SECONDARY,0,PENSIONER,Reykjavík,0
2600,2601,2018-06-01,53.0,MALE,MARRIED,BASIC,3,EMPLOYEE,Reykjavík,0
2601,2602,2018-05-28,35.0,MALE,SINGLE,HIGHER_MA,0,EMPLOYEE,Álftanes,0
2602,2603,2018-05-29,43.0,MALE,SINGLE,SECONDARY_SPECIALISED,1,PENSIONER,Reykjavík,0
2603,2604,2018-05-28,47.0,FEMALE,DIVORCED,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
2604,2605,2018-05-28,47.0,FEMALE,DIVORCED,HIGHER_MA,1,EMPLOYEE,Selfoss,0
2605,2606,2018-05-30,46.0,MALE,MARRIED,SECONDARY,1,EMPLOYEE,Reykjavík,0
2606,2607,2018-05-30,46.0,MALE,MARRIED,SECONDARY,3,EMPLOYEE,Mosfellsbær,0
2607,2608,2018-05-30,46.0,MALE,MARRIED,SECONDARY,1,EMPLOYEE,Hafnarfjörður,0
2608,2609,2018-05-28,36.0,FEMALE,MARRIED,HIGHER_MA,1,ENTREPRENEUR,Grindavík,0
2609,2610,2018-05-29,50.0,FEMALE,COHABITING,SECONDARY,2,EMPLOYEE,Reykjavík,1
2610,2611,2018-05-28,37.0,MALE,SINGLE,SECONDARY_SPECIALISED,2,EMPLOYEE,Mosfellsbær,0
2611,2612,2018-05-29,34.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,3,ENTREPRENEUR,Selfoss,0
2612,2613,2018-05-29,34.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,4,ENTREPRENEUR,Reykjavík,0
2613,2614,2018-05-29,58.0,FEMALE,DIVORCED,SECONDARY,3,ENTREPRENEUR,Selfoss,0
2614,2615,2018-05-29,53.0,MALE,MARRIED,SECONDARY,1,UNEMPLOYED,Álftanes,0
2615,2616,2018-05-29,53.0,MALE,MARRIED,SECONDARY,0,UNEMPLOYED,Mosfellsbær,0
2616,2617,2018-06-01,47.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,1
2617,2618,2018-05-30,25.0,MALE,SINGLE,SECONDARY,0,ENTREPRENEUR,Ísafjörður,0
2618,2619,2018-05-29,27.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2619,2620,2018-06-08,35.0,MALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
2620,2621,2018-05-29,37.0,MALE,MARRIED,SECONDARY_SPECIALISED,1,ENTREPRENEUR,Reykjavík,0
2621,2622,2018-05-31,55.0,FEMALE,DIVORCED,BASIC,0,STUDENT,Reykjavík,0
2622,2623,2018-05-31,55.0,FEMALE,DIVORCED,BASIC,5,STUDENT,Hafnarfjörður,0
2623,2624,2018-06-04,37.0,MALE,MARRIED,SECONDARY_SPECIALISED,2,EMPLOYEE,Hafnarfjörður,0
2624,2625,2018-06-04,37.0,MALE,MARRIED,SECONDARY_SPECIALISED,1,EMPLOYEE,Vestmannaeyjar,0
2625,2626,2018-05-29,51.0,FEMALE,MARRIED,HIGHER_BA,0,PENSIONER,Reykjavík,0
2626,2627,2018-05-29,36.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Kópavogur,1
2627,2628,2018-05-29,35.0,MALE,MARRIED,SECONDARY,0,EMPLOYEE,Reykjavík,0
2628,2629,2018-05-29,35.0,MALE,MARRIED,SECONDARY,0,EMPLOYEE,Álftanes,0
2629,2630,2018-05-29,35.0,MALE,MARRIED,SECONDARY,4,EMPLOYEE,Mosfellsbær,0
2630,2631,2018-05-29,47.0,MALE,MARRIED,SECONDARY,1,EMPLOYEE,Reykjavík,0
2631,2632,2018-05-31,56.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,2,EMPLOYEE,Reykjavík,0
2632,2633,2018-05-29,45.0,MALE,MARRIED,SECONDARY_SPECIALISED,1,UNEMPLOYED,Akranes,0
2633,2634,2018-05-29,29.0,FEMALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Reykjavík,1
2634,2635,2018-06-11,38.0,MALE,MARRIED,SECONDARY_SPECIALISED,1,UNEMPLOYED,Akureyri,0
2635,2636,2018-06-11,38.0,MALE,MARRIED,SECONDARY_SPECIALISED,1,UNEMPLOYED,Reykjavík,0
2636,2637,2018-05-29,33.0,MALE,MARRIED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
2637,2638,2018-05-29,33.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Mosfellsbær,0
2638,2639,2018-05-29,55.0,FEMALE,MARRIED,SECONDARY,2,EMPLOYEE,Reykjavík,0
2639,2640,2018-05-29,38.0,MALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
2640,2641,2018-05-30,29.0,MALE,MARRIED,SECONDARY,4,ENTREPRENEUR,Reykjavík,0
2641,2642,2018-05-29,66.0,MALE,COHABITING,HIGHER_BA,1,EMPLOYEE,Reykjavík,0
2642,2643,2018-05-29,64.0,MALE,MARRIED,SECONDARY,1,ENTREPRENEUR,Reykjavík,0
2643,2644,2018-05-29,22.0,MALE,COHABITING,SECONDARY_SPECIALISED,0,ENTREPRENEUR,Reykjavík,0
2644,2645,2018-05-31,33.0,MALE,DIVORCED,SECONDARY_SPECIALISED,5,EMPLOYEE,Akranes,0
2645,2646,2018-05-30,32.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Álftanes,0
2646,2647,2018-06-06,34.0,FEMALE,COHABITING,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
2647,2648,2018-05-30,56.0,MALE,MARRIED,BASIC,0,EMPLOYEE,Álftanes,0
2648,2649,2018-06-15,43.0,MALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
2649,2650,2018-05-30,64.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,2,EMPLOYEE,Reykjavík,0
2650,2651,2018-05-30,48.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Hafnarfjörður,0
2651,2652,2018-05-30,48.0,MALE,MARRIED,SECONDARY_SPECIALISED,2,EMPLOYEE,Mosfellsbær,0
2652,2653,2018-05-30,48.0,MALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
2653,2654,2018-05-30,39.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
2654,2655,2018-05-31,46.0,MALE,MARRIED,SECONDARY,0,PENSIONER,Reykjavík,0
2655,2656,2018-05-30,46.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,PENSIONER,Vestmannaeyjar,0
2656,2657,2018-05-30,46.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,PENSIONER,Álftanes,0
2657,2658,2018-05-30,55.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,4,EMPLOYEE,Reykjavík,0
2658,2659,2018-05-30,39.0,FEMALE,DIVORCED,HIGHER_MA,1,EMPLOYEE,Reykjavík,0
2659,2660,2018-05-31,28.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2660,2661,2018-06-06,53.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,1,EMPLOYEE,Hafnarfjörður,0
2661,2662,2018-06-06,53.0,FEMALE,COHABITING,SECONDARY_SPECIALISED,2,EMPLOYEE,Selfoss,0
2662,2663,2018-05-30,54.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,5,PENSIONER,Reykjavík,0
2663,2664,2018-05-30,54.0,MALE,SINGLE,BASIC,2,EMPLOYEE,Reykjavík,1
2664,2665,2018-05-31,55.0,FEMALE,MARRIED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2665,2666,2018-05-30,68.0,MALE,MARRIED,HIGHER_BA,5,EMPLOYEE,Reykjavík,1
2666,2667,2018-05-30,68.0,MALE,MARRIED,HIGHER_BA,0,EMPLOYEE,Álftanes,1
2667,2668,2018-05-31,42.0,MALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Álftanes,0
2668,2669,2018-05-30,40.0,FEMALE,COHABITING,HIGHER_MA,0,UNEMPLOYED,Reykjavík,1
2669,2670,2018-06-12,46.0,MALE,COHABITING,SECONDARY_SPECIALISED,3,EMPLOYEE,Kópavogur,0
2670,2671,2018-06-12,46.0,MALE,COHABITING,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2671,2672,2018-06-07,64.0,FEMALE,DIVORCED,SECONDARY_SPECIALISED,1,EMPLOYEE,Reykjavík,0
2672,2673,2018-06-06,56.0,MALE,DIVORCED,SECONDARY_SPECIALISED,2,EMPLOYEE,Mosfellsbær,0
2673,2674,2018-06-06,56.0,MALE,DIVORCED,SECONDARY_SPECIALISED,0,EMPLOYEE,Reykjavík,0
2674,2675,2018-05-30,30.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,0,EMPLOYEE,Vestmannaeyjar,0
2675,2676,2018-05-30,30.0,FEMALE,SINGLE,SECONDARY_SPECIALISED,0,EMPLOYEE,Akranes,0
2676,2677,2018-06-05,44.0,FEMALE,COHABITING,HIGHER_MA,3,EMPLOYEE,Akranes,0
2677,2678,2018-05-30,43.0,FEMALE,COHABITING,BASIC,5,EMPLOYEE,Álftanes,0
2678,2679,2018-06-04,60.0,FEMALE,DIVORCED,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
2679,2680,2018-05-31,33.0,FEMALE,MARRIED,SECONDARY,0,ENTREPRENEUR,Reykjavík,0
2680,2681,2018-05-31,46.0,MALE,MARRIED,SECONDARY_SPECIALISED,0,ENTREPRENEUR,Reykjavík,0
2681,2682,2018-06-04,54.0,FEMALE,MARRIED,SECONDARY,0,EMPLOYEE,Álftanes,0
2682,2683,2018-05-31,36.0,MALE,MARRIED,BASIC,0,EMPLOYEE,Reykjavík,0
2683,2684,2018-06-19,33.0,MALE,MARRIED,HIGHER_MA,0,EMPLOYEE,Reykjavík,0
2684,2685,2018-06-19,33.0,MALE,MARRIED,HIGHER_MA,1,EMPLOYEE,Álftanes,0
2685,2686,2018-05-31,23.0,MALE,COHABITING,SECONDARY_SPECIALISED,2,PENSIONER,Reykjavík,0
2686,2687,2018-05-31,35.0,FEMALE,MARRIED,HIGHER_MA,0,UNEMPLOYED,Selfoss,0
